Year,Month,District,Max  temp,Min Temp,Days of frost in the air (days 0 or below),Rainfall,Sunshine,Temperature
2016,1,England NW & N Wales,7.5,2.4,6.8,203.6,31.1,4.95
2016,2,England NW & N Wales,7,1,11.5,142.9,76.4,4
2016,3,England NW & N Wales,8.6,1.7,7.6,84.3,110.3,5.15
2016,4,England NW & N Wales,10.5,2.7,6.3,100.5,161,6.6
2016,5,England NW & N Wales,16.1,7.1,0.4,54.1,223.7,11.6
2016,6,England NW & N Wales,18.3,10.6,0,126.4,143.6,14.45
2016,7,England NW & N Wales,18.6,11.7,0,107.9,144.6,15.15
2016,8,England NW & N Wales,19,11.8,0,123.6,164.2,15.4
2016,9,England NW & N Wales,18,11.2,0,111.7,125.7,14.6
2016,10,England NW & N Wales,13.3,6.5,0.1,40.8,97.2,9.9
2016,11,England NW & N Wales,7.9,1.7,9.2,123.5,68.1,4.8
2016,12,England NW & N Wales,8.9,3.4,5.2,80.3,37.8,6.15
2016,1,Midlands,8.1,2,7.9,98.8,44.6,5.05
2016,2,Midlands,8,1.1,11.2,70.1,99.1,4.55
2016,3,Midlands,9.2,1.5,7.6,82.8,116.8,5.35
2016,4,Midlands,11.6,2.7,5.4,62.2,165.5,7.15
2016,5,Midlands,17,7.1,0.3,55.2,205.3,12.05
2016,6,Midlands,19.1,10.8,0,99.2,124.8,14.95
2016,7,Midlands,21.2,12.1,0,35,187.6,16.65
2016,8,Midlands,21.4,12.1,0,64.7,202.9,16.75
2016,9,Midlands,19.7,11.6,0,58.2,132.7,15.65
2016,10,Midlands,14,6.7,0,28,107.5,10.35
2016,11,Midlands,8.5,2.2,6.1,96.6,80.7,5.35
2016,12,Midlands,8.8,2.4,7.9,34.1,52.8,5.6
2016,1,East Anlia,8.4,2.1,7.9,69,54.2,5.25
2016,2,East Anlia,8.5,1.6,10.8,28.4,93.5,5.05
2016,3,East Anlia,9.7,2.1,6.1,65.3,129,5.9
2016,4,East Anlia,12.3,3.3,3.8,55.4,175.7,7.8
2016,5,East Anlia,17.5,7.9,0.8,48.7,203.8,12.7
2016,6,East Anlia,19.6,11.1,0,102.2,132,15.35
2016,7,East Anlia,23,12.7,0,27.2,226.5,17.85
2016,8,East Anlia,23.6,12.7,0,27.7,240.5,18.15
2016,9,East Anlia,21.7,12.6,0,42.4,140.9,17.15
2016,10,East Anlia,15.1,7.5,0,32.6,105.3,11.3
2016,11,East Anlia,9.6,2.7,4.3,69.1,86.5,6.15
2016,12,East Anlia,9.1,2.4,8.1,19.5,53.5,5.75
2016,1,Englad SE & Centra SOuth,9,2.4,6.8,131.2,59.6,5.7
2016,2,Englad SE & Centra SOuth,8.7,2.1,9.3,54,89.4,5.4
2016,3,Englad SE & Centra SOuth,10.1,2.1,7.6,80.8,136,6.1
2016,4,Englad SE & Centra SOuth,12.6,3.6,4.1,51.3,176.8,8.1
2016,5,Englad SE & Centra SOuth,17.9,8.1,0.6,63.5,214.2,13
2016,6,Englad SE & Centra SOuth,19.5,11.4,0,91.9,126.9,15.45
2016,7,Englad SE & Centra SOuth,22.2,12.7,0,18.1,212.9,17.45
2016,8,Englad SE & Centra SOuth,22.9,12.8,0,39.4,234.5,17.85
2016,9,Englad SE & Centra SOuth,21,12.4,0,51.3,139.2,16.7
2016,10,Englad SE & Centra SOuth,15.1,7.1,0,29.7,128.3,11.1
2016,11,Englad SE & Centra SOuth,10.1,2.8,5.6,100.7,84.1,6.45
2016,12,Englad SE & Centra SOuth,9.6,2.6,9.1,17.9,61.7,6.1
2016,1,England E & NE,7.1,1.7,11.2,120.6,37.2,4.4
2016,2,England E & NE,7.2,0.5,13.2,53.6,103,3.85
2016,3,England E & NE,8.8,1.7,6.2,67.6,111.5,5.25
2016,4,England E & NE,10.5,2.3,5.9,70.5,163.7,6.4
2016,5,England E & NE,15.4,6.6,0.5,36.4,198,11
2016,6,England E & NE,17.5,9.5,0,77.7,135.3,13.5
2016,7,England E & NE,20.4,11.4,0,51.5,187.4,15.9
2016,8,England E & NE,20.4,11.6,0,73.7,202.5,16
2016,9,England E & NE,19.1,11.2,0,48.8,142.5,15.15
2016,10,England E & NE,13.4,6.9,0,50,101.3,10.15
2016,11,England E & NE,7.9,1.7,8.3,93.4,82.2,4.8
2016,12,England E & NE,8.6,2.6,5.4,38.4,53.6,5.6
2016,1,Scotland,5.4,0.7,14.3,251.5,20.9,3.05
2016,2,Scotland,5.2,-0.8,17.9,162.6,74.2,2.2
2016,3,Scotland,8,1.2,10.8,89.7,104,4.6
2016,4,Scotland,8.8,1.5,10,99,145.1,5.15
2016,5,Scotland,14.2,5.6,1.1,72.7,203.7,9.9
2016,6,Scotland,16.1,8.6,0,89.4,141.1,12.35
2016,7,Scotland,16.5,9.8,0,137.6,108.6,13.15
2016,8,Scotland,17.1,9.7,0.1,117.8,143.5,13.4
2016,9,Scotland,16,9.5,0,142,96.3,12.75
2016,10,Scotland,11.9,4.9,1.6,65.6,95.2,8.4
2016,11,Scotland,6.5,0.2,13.4,113.4,63.3,3.35
2016,12,Scotland,8.5,2.8,6.3,145,20.4,5.65
2017,1,Wales,7.2,1.8,11,83.3,49,4.5
2017,2,Wales,8.1,3.2,6.2,119.1,42.9,5.65
2017,3,Wales,10.9,4.1,2.2,155.1,98.3,7.5
2017,4,Wales,12.3,4.1,2.8,25.5,161.7,8.2
2017,5,Wales,16.9,8,0.5,71.4,215.6,12.45
2017,6,Wales,18.3,11,0,130.8,160.7,14.65
2017,7,Wales,19.4,11.4,0,121.1,177.1,15.4
2017,8,Wales,18.2,10.8,0,111.3,146.7,14.5
2017,9,Wales,16,9.2,0,171.5,104,12.6
2017,10,Wales,14.3,8.7,0.5,109.3,69.6,11.5
2017,11,Wales,9.8,3.6,5.6,145.9,59,6.7
2017,12,Wales,7.6,2.3,9.4,171.3,39.4,4.95
2017,1,South West,7.8,2.1,10.2,89.2,64.1,4.95
2017,2,South West,8.9,3.7,5,92.4,56.8,6.3
2017,3,South West,11.5,5,1,122.4,93.7,8.25
2017,4,South West,13.3,4.3,2.3,26.1,185.9,8.8
2017,5,South West,16.9,8.4,0.2,66.9,200.4,12.65
2017,6,South West,19.2,11.3,0,100.8,182.1,15.25
2017,7,South West,20.1,12.2,0,115.3,175.4,16.15
2017,8,South West,19,11.2,0,88.3,157.8,15.1
2017,9,South West,16.7,9.8,0,138.8,115.6,13.25
2017,10,South West,15.1,9.3,0.2,77.7,83.8,12.2
2017,11,South West,10.7,4,4.7,106.9,74.7,7.35
2017,12,South West,8.6,2.9,7,160.7,48.5,5.75
2017,1,England NW & N Wales,6.7,1.5,12.5,74.3,50.4,4.1
2017,2,England NW & N Wales,7.9,3,4.6,112,39.8,5.45
2017,3,England NW & N Wales,10.8,3.9,2.8,150.3,115.9,7.35
2017,4,England NW & N Wales,11.8,4.3,2.9,26,151.1,8.05
2017,5,England NW & N Wales,16.9,7.6,0.4,60.9,221.5,12.25
2017,6,England NW & N Wales,18,10.9,0,136.3,145.1,14.45
2017,7,England NW & N Wales,18.9,11.1,0,120.7,172.9,15
2017,8,England NW & N Wales,18,11,0,115.1,145.1,14.5
2017,9,England NW & N Wales,15.7,9.3,0,170,97.8,12.5
2017,10,England NW & N Wales,14,8.6,0.7,145.2,63.1,11.3
2017,11,England NW & N Wales,9.2,3.3,5.9,147.4,64.6,6.25
2017,12,England NW & N Wales,6.9,1.6,11.5,143.8,36.9,4.25
2017,1,Midlands,6.5,0.7,15.2,59,51.1,3.6
2017,2,Midlands,8.3,3.1,4.8,55.9,48.8,5.7
2017,3,Midlands,12.1,4.4,1.2,66.8,124.7,8.25
2017,4,Midlands,13.5,3.9,2.1,16.3,175.4,8.7
2017,5,Midlands,17.7,8.1,0.2,55.8,197.7,12.9
2017,6,Midlands,20.3,11.4,0,66.2,173.7,15.85
2017,7,Midlands,21.3,11.9,0,79.9,176.7,16.6
2017,8,Midlands,19.8,11,0,67.9,175.2,15.4
2017,9,Midlands,17.3,9.2,0,84.6,114,13.25
2017,10,Midlands,15.2,8.9,0.5,46.2,83,12.05
2017,11,Midlands,9.8,3.1,6,55,82,6.45
2017,12,Midlands,7.3,1.6,11.9,87.6,55.4,4.45
2017,1,East Anlia,6.5,0.2,16.1,47.5,67.3,3.35
2017,2,East Anlia,9.1,3.6,2,37.7,56.3,6.35
2017,3,East Anlia,13.1,5,0.1,32.8,127.9,9.05
2017,4,East Anlia,14.2,4.2,2.3,13.5,182.8,9.2
2017,5,East Anlia,18.4,8.8,0.1,61.2,183.4,13.6
2017,6,East Anlia,22,12.2,0,64.1,210.2,17.1
2017,7,East Anlia,22.3,12.9,0,79,188.5,17.6
2017,8,East Anlia,21.6,11.7,0,60.3,191.5,16.65
2017,9,East Anlia,18.4,9.7,0,57.7,124.1,14.05
2017,10,East Anlia,16.2,9.2,0,18,89.3,12.7
2017,11,East Anlia,10.1,3.5,4.5,42.2,86.6,6.8
2017,12,East Anlia,7.5,1.8,11.3,89.8,60.6,4.65
2017,1,Englad SE & Centra SOuth,7.2,0.2,16.8,81.6,75.1,3.7
2017,2,Englad SE & Centra SOuth,9.2,3.6,3.5,50.1,54.3,6.4
2017,3,Englad SE & Centra SOuth,13,5.5,0.1,41.8,127.1,9.25
2017,4,Englad SE & Centra SOuth,14.6,4.2,2.5,8.5,203.3,9.4
2017,5,Englad SE & Centra SOuth,18.3,8.7,0.3,68.6,194.3,13.5
2017,6,Englad SE & Centra SOuth,21.9,11.9,0,53.2,235.9,16.9
2017,7,Englad SE & Centra SOuth,22.3,13.2,0,95.4,202.2,17.75
2017,8,Englad SE & Centra SOuth,21.1,11.8,0,71.5,197.3,16.45
2017,9,Englad SE & Centra SOuth,18.2,9.8,0,70.7,134.3,14
2017,10,Englad SE & Centra SOuth,16.1,9.1,0.3,29.8,92.7,12.6
2017,11,Englad SE & Centra SOuth,10.7,3.3,5.6,48.5,84.6,7
2017,12,Englad SE & Centra SOuth,8.3,2,11.9,106.4,51.8,5.15
2017,1,England E & NE,6,0.6,15,39.4,59.6,3.3
2017,2,England E & NE,8,2.7,4.8,65.9,61.9,5.35
2017,3,England E & NE,11.4,3.8,2.8,63.8,135.4,7.6
2017,4,England E & NE,12.7,3.5,2.9,19.4,177.4,8.1
2017,5,England E & NE,16.8,7.5,0.1,42.8,205.7,12.15
2017,6,England E & NE,19.3,10.9,0,115.8,176.5,15.1
2017,7,England E & NE,19.7,11,0,81.9,178.9,15.35
2017,8,England E & NE,19.4,10.6,0,64.4,182.9,15
2017,9,England E & NE,16.7,9.1,0,84.8,118,12.9
2017,10,England E & NE,14.8,8.4,0.3,49.7,84.2,11.6
2017,11,England E & NE,8.9,2.6,6.7,69.5,88.5,5.75
2017,12,England E & NE,6.7,0.9,14.6,57.1,65.1,3.8
2017,1,Scotland,6.4,0.7,14.6,99.9,45.9,3.55
2017,2,Scotland,6.7,1.2,10.3,142.2,60.1,3.95
2017,3,Scotland,9,1.8,9.8,127.3,117.3,5.4
2017,4,Scotland,10.2,3.2,4.3,62.9,128,6.7
2017,5,Scotland,15.4,6,1,53.6,212.7,10.7
2017,6,Scotland,15.5,8.9,0.2,152.8,106.4,12.2
2017,7,Scotland,16.7,9.2,0,109.8,143.2,12.95
2017,8,Scotland,16.4,9.4,0,146.3,124.6,12.9
2017,9,Scotland,14.2,8.1,0,140.7,93,11.15
2017,10,Scotland,12.5,6.7,1,177.9,55.4,9.6
2017,11,Scotland,6.7,1.5,9.9,163.3,55.5,4.1
2017,12,Scotland,5.7,0.2,16.2,146.2,31.1,2.95
2018,1,Wales,7.5,2.1,7.9,170.1,47.5,4.8
2018,2,Wales,5.6,-0.2,14.2,78.1,96.5,2.7
2018,3,Wales,7.1,0.9,10.9,140.9,84.7,4
2018,4,Wales,12.1,5.1,2,115.1,124.6,8.6
2018,5,Wales,17,6.8,0.7,60.4,232.2,11.9
2018,6,Wales,20.5,10.3,0,20.4,261,15.4
2018,7,Wales,22.6,11.9,0,62.6,246.9,17.25
2018,8,Wales,18.9,11.4,0,99.2,138.5,15.15
2018,9,Wales,16.2,8.8,0.3,134.6,124.7,12.5
2018,10,Wales,13.3,5.8,3.7,132,114.8,9.55
2018,11,Wales,10.2,4.8,2.8,164.4,58.2,7.5
2018,12,Wales,9.1,4.8,2.5,189.5,19.6,6.95
2018,1,South West,8.6,2.8,5.8,153.9,52.9,5.7
2018,2,South West,6.3,0.3,13.5,65.2,114,3.3
2018,3,South West,8,1.7,8.8,168.2,87.4,4.85
2018,4,South West,12.9,5.9,0.9,103,127.1,9.4
2018,5,South West,17.4,7.4,0.4,49.3,230,12.4
2018,6,South West,21.1,11.1,0,13.7,257.6,16.1
2018,7,South West,23.5,12.7,0,52.7,260.3,18.1
2018,8,South West,20.1,12,0,91,142,16.05
2018,9,South West,17.5,9.4,0.2,89,139.5,13.45
2018,10,South West,14.2,6.4,3.2,104.8,128.3,10.3
2018,11,South West,10.9,5.5,2.8,180.6,64.1,8.2
2018,12,South West,10,5.3,1.9,173.8,23,7.65
2018,1,England NW & N Wales,6.7,1.8,7.4,152.4,43.9,4.25
2018,2,England NW & N Wales,5.2,-0.4,15,77.9,94,2.4
2018,3,England NW & N Wales,6.8,0.7,12.5,88.7,82.9,3.75
2018,4,England NW & N Wales,11.9,4.9,1.9,94.8,121.5,8.4
2018,5,England NW & N Wales,17.2,6.9,0.5,46.8,255.5,12.05
2018,6,England NW & N Wales,20.2,9.9,0,32.8,257.6,15.05
2018,7,England NW & N Wales,22.2,11.7,0,57.4,246.8,16.95
2018,8,England NW & N Wales,18.7,11.6,0,98.4,134.8,15.15
2018,9,England NW & N Wales,15.7,8.8,0.1,136.9,117.8,12.25
2018,10,England NW & N Wales,13,6,3.3,113.6,98.9,9.5
2018,11,England NW & N Wales,10.1,4.7,2.6,118.9,55.9,7.4
2018,12,England NW & N Wales,8.4,3.9,3.9,158.1,28.9,6.15
2018,1,Midlands,7.6,2,7.1,82.6,54.1,4.8
2018,2,Midlands,5.5,-0.5,15.4,37,96.6,2.5
2018,3,Midlands,7.8,1.1,11.5,105.1,75.5,4.45
2018,4,Midlands,13.1,5.7,0.6,79.1,114.1,9.4
2018,5,Midlands,18.7,7.4,0.3,55.1,249.8,13.05
2018,6,Midlands,21.5,10.4,0,11.4,232.1,15.95
2018,7,Midlands,25.4,12.6,0,30.7,268,19
2018,8,Midlands,21.4,11.9,0,55.5,167,16.65
2018,9,Midlands,18,9,0.1,60.9,147.7,13.5
2018,10,Midlands,14.3,6.2,3.2,54.2,124.2,10.25
2018,11,Midlands,10.6,4.6,2.8,62.5,62.9,7.6
2018,12,Midlands,9.1,3.7,3.9,92.7,44.3,6.4
2018,1,East Anlia,8.4,2.4,6.8,54.5,62.3,5.4
2018,2,East Anlia,5.8,-0.5,16.1,42.9,99.1,2.65
2018,3,East Anlia,8.4,1.9,9.4,70.6,75.6,5.15
2018,4,East Anlia,14.3,6.6,0,65.6,125,10.45
2018,5,East Anlia,19,7.9,0,37.4,256.7,13.45
2018,6,East Anlia,21.6,10.8,0,5.8,241.1,16.2
2018,7,East Anlia,26.3,13.5,0,24.1,282.5,19.9
2018,8,East Anlia,23,12.8,0,61.1,200.8,17.9
2018,9,East Anlia,19.5,9.6,0,29.8,176.8,14.55
2018,10,East Anlia,15.9,7.2,1.1,56.1,158.4,11.55
2018,11,East Anlia,11.4,5.1,1.1,47.9,85,8.25
2018,12,East Anlia,9.5,3.8,3.4,60.7,52.5,6.65
2018,1,Englad SE & Centra SOuth,9,2.9,4.1,81.2,57.4,5.95
2018,2,Englad SE & Centra SOuth,6.3,-0.5,15.9,42.3,119.2,2.9
2018,3,Englad SE & Centra SOuth,8.8,2.1,7.9,100.8,77.2,5.45
2018,4,Englad SE & Centra SOuth,14.3,6.7,0,76.1,134,10.5
2018,5,Englad SE & Centra SOuth,19.4,8,0.4,54.5,261.6,13.7
2018,6,Englad SE & Centra SOuth,22,11.1,0,2.8,263.6,16.55
2018,7,Englad SE & Centra SOuth,26.1,13.7,0,30,300.8,19.9
2018,8,Englad SE & Centra SOuth,22.5,12.5,0,67,190.9,17.5
2018,9,Englad SE & Centra SOuth,19.3,9.3,0,38.6,184.1,14.3
2018,10,Englad SE & Centra SOuth,15.7,6.9,2,53,142.7,11.3
2018,11,Englad SE & Centra SOuth,11.5,5.3,2.8,113.9,76,8.4
2018,12,Englad SE & Centra SOuth,10.1,4.4,3.2,98.1,46,7.25
2018,1,England E & NE,6.5,1.6,7.6,72.9,59,4.05
2018,2,England E & NE,4.9,-0.7,17,55.1,83.4,2.1
2018,3,England E & NE,6.9,0.7,13,93.5,83,3.8
2018,4,England E & NE,12.3,4.9,1.2,75.3,126.9,8.6
2018,5,England E & NE,17.4,6.9,0.8,32.6,261.6,12.15
2018,6,England E & NE,19.5,9.6,0,26,223.2,14.55
2018,7,England E & NE,23.4,12.2,0,41.8,246.1,17.8
2018,8,England E & NE,20.6,11.6,0,55,168.7,16.1
2018,9,England E & NE,17.3,8.6,0,55.7,145.9,12.95
2018,10,England E & NE,13.9,6,2.7,62.6,125.6,9.95
2018,11,England E & NE,10.1,4.6,1.5,71.6,63.7,7.35
2018,12,England E & NE,8.2,2.5,6.2,71.5,53.6,5.35
2018,1,Scotland,4.6,-0.3,16.2,184.1,39.3,2.15
2018,2,Scotland,4.4,-1.3,19.1,96.8,92.8,1.55
2018,3,Scotland,5.2,-0.4,16.7,99.4,89.6,2.4
2018,4,Scotland,10.2,3.1,5.9,85,146.7,6.65
2018,5,Scotland,15.6,5.9,1.2,48.1,224.3,10.75
2018,6,Scotland,17.8,8.4,0,69.2,215.3,13.1
2018,7,Scotland,19.4,10.6,0,79.3,182.2,15
2018,8,Scotland,16.4,9.5,0,103.8,118.5,12.95
2018,9,Scotland,13.7,7.2,0.2,171.1,104.4,10.45
2018,10,Scotland,11.3,4.8,4.4,168.5,82.1,8.05
2018,11,Scotland,8.9,3.5,4.1,158.7,52.5,6.2
2018,12,Scotland,6.8,1.6,9.6,131.1,30.4,4.2
2019,1,Wales,6.5,1.6,12,81.6,36,4.05
2019,2,Wales,10.4,2.4,6.1,87.6,104.7,6.4
2019,3,Wales,10.1,3.8,2.7,176.9,111,6.95
2019,4,Wales,13.1,4.5,2.7,98.1,154.7,8.8
2019,5,Wales,14.9,5.7,1.6,47.2,198.3,10.3
2019,6,Wales,16.9,9.6,0,146.7,139.9,13.25
2019,7,Wales,20.4,11.8,0,58.8,181.8,16.1
2019,8,Wales,19.4,12.3,0,144,176.4,15.85
2019,9,Wales,17.1,9.6,0,193.4,150.5,13.35
2019,10,Wales,12.6,6.2,1.1,208,79.3,9.4
2019,11,Wales,8.4,3.4,4,177.6,44.6,5.9
2019,12,Wales,8.3,3,5.1,184.6,41,5.65
2019,1,South West,7.2,2,10.3,72.1,43,4.6
2019,2,South West,10.8,3.1,5.1,78,108.8,6.95
2019,3,South West,11.1,4.5,1.6,130.2,121.3,7.8
2019,4,South West,13.5,5,2,77.3,163.2,9.25
2019,5,South West,15.7,6.2,1.3,35.2,211.8,10.95
2019,6,South West,17.7,10.1,0,111.6,152.1,13.9
2019,7,South West,21.6,12.2,0,46.7,218.4,16.9
2019,8,South West,20.3,12.4,0,117.4,187.2,16.35
2019,9,South West,18,10.4,0,163.6,158,14.2
2019,10,South West,13.7,7.2,0.6,197.1,79.4,10.45
2019,11,South West,9.5,4.2,2.8,176.8,46.6,6.85
2019,12,South West,9.1,3.4,4.3,185.2,49.2,6.25
2019,1,England NW & N Wales,6,1.2,13.1,72.8,43.6,3.6
2019,2,England NW & N Wales,10.2,2.3,5.7,82.8,104.3,6.25
2019,3,England NW & N Wales,9.7,3.6,2.4,187.3,101,6.65
2019,4,England NW & N Wales,13.2,4,4.2,75.6,179.8,8.6
2019,5,England NW & N Wales,14.4,5.9,1,57.1,187.5,10.15
2019,6,England NW & N Wales,16.9,9.4,0,133.9,159.6,13.15
2019,7,England NW & N Wales,20.2,12.2,0,113.6,169,16.2
2019,8,England NW & N Wales,19.2,12.5,0,163.9,166.6,15.85
2019,9,England NW & N Wales,16.5,9.4,0,186.3,139.5,12.95
2019,10,England NW & N Wales,12,5.8,1.6,154.7,89.5,8.9
2019,11,England NW & N Wales,7.9,2.9,6.6,126.8,43.1,5.4
2019,12,England NW & N Wales,7.8,2.7,5.3,147.9,39.5,5.25
2019,1,Midlands,6.4,0.9,14.3,32.2,51.5,3.65
2019,2,Midlands,11,1.7,8,38.5,118.1,6.35
2019,3,Midlands,11.3,3.9,1.2,83.8,130.7,7.6
2019,4,Midlands,13.9,3.5,5.2,35.9,168.5,8.7
2019,5,Midlands,16.1,6,0.2,42.6,196,11.05
2019,6,Midlands,18.4,9.6,0,124.1,145.2,14
2019,7,Midlands,22.3,12.5,0,78.9,186.8,17.4
2019,8,Midlands,21.7,12.3,0,80.2,199.8,17
2019,9,Midlands,18.5,9.4,0,115,166.4,13.95
2019,10,Midlands,13,6.1,0.8,129,86.3,9.55
2019,11,Midlands,8.4,3.3,4.9,125.1,45.3,5.85
2019,12,Midlands,8.2,2.5,6.2,88.2,56.4,5.35
2019,1,East Anlia,6.7,0.9,12.7,26.1,60.1,3.8
2019,2,East Anlia,11.5,1.8,8.3,27.9,137.2,6.65
2019,3,East Anlia,12,4.4,0.9,47.1,133.3,8.2
2019,4,East Anlia,14.1,3.6,5.1,11,192.1,8.85
2019,5,East Anlia,16.7,6.5,0,40.9,209.2,11.6
2019,6,East Anlia,20.1,10.9,0,87.8,177,15.5
2019,7,East Anlia,23.6,13.3,0,41.5,205.1,18.45
2019,8,East Anlia,24,12.5,0,36.7,241.7,18.25
2019,9,East Anlia,20,9.9,0,63.8,178.1,14.95
2019,10,East Anlia,14.4,7.2,0.4,92,82.5,10.8
2019,11,East Anlia,9.5,3.5,4,71.5,54.9,6.5
2019,12,East Anlia,8.9,2.8,6.7,82,66.4,5.85
2019,1,Englad SE & Centra SOuth,7,0.7,14.6,32.8,61.1,3.85
2019,2,Englad SE & Centra SOuth,11,2.2,7.2,55.5,122.5,6.6
2019,3,Englad SE & Centra SOuth,12.1,4.8,1,63.5,126.3,8.45
2019,4,Englad SE & Centra SOuth,14.5,4.4,3.6,25.9,180.6,9.45
2019,5,Englad SE & Centra SOuth,17.1,6.4,0.3,31,211.3,11.75
2019,6,Englad SE & Centra SOuth,19.9,10.5,0,89.9,188.8,15.2
2019,7,Englad SE & Centra SOuth,23.6,12.8,0,49,233.7,18.2
2019,8,Englad SE & Centra SOuth,22.7,12.4,0,51.5,228.2,17.55
2019,9,Englad SE & Centra SOuth,19.7,10.2,0,92,172.5,14.95
2019,10,Englad SE & Centra SOuth,14.7,7.5,0.5,125,84.1,11.1
2019,11,Englad SE & Centra SOuth,9.8,3.6,4,112.9,59,6.7
2019,12,Englad SE & Centra SOuth,9.5,3.1,6.5,130,63,6.3
2019,1,England E & NE,6.2,0.7,14,23,70.2,3.45
2019,2,England E & NE,10.4,1.7,7.6,36.3,122.6,6.05
2019,3,England E & NE,10.8,3.3,2.9,82.6,141,7.05
2019,4,England E & NE,12.6,3,5.5,27.5,189.3,7.8
2019,5,England E & NE,14.9,5.6,1.2,51.9,196.2,10.25
2019,6,England E & NE,17.7,9.1,0,116.1,161.9,13.4
2019,7,England E & NE,21.6,12.4,0,78.2,184.5,17
2019,8,England E & NE,21,12.1,0,91,196.8,16.55
2019,9,England E & NE,17.6,9,0,110.2,161.9,13.3
2019,10,England E & NE,12,5.7,1.1,117.5,92.3,8.85
2019,11,England E & NE,7.9,3.2,5.9,128.5,44.6,5.55
2019,12,England E & NE,7.6,2.2,6.9,62.6,60.7,4.9
2019,1,Scotland,5.2,-0.2,17.2,106.9,47.4,2.5
2019,2,Scotland,8.5,1.6,8.6,104.3,66.1,5.05
2019,3,Scotland,8.1,2.4,7.4,178.6,99.7,5.25
2019,4,Scotland,11.7,3.3,5.2,52.8,161.7,7.5
2019,5,Scotland,12.5,4.2,4,104.4,164.5,8.35
2019,6,Scotland,15.5,7.8,0,102.5,157.9,11.65
2019,7,Scotland,18.4,11.2,0,128.6,131.5,14.8
2019,8,Scotland,17.4,10.5,0,207.9,128.6,13.95
2019,9,Scotland,14.9,8,0,131.8,109.3,11.45
2019,10,Scotland,10.3,4.1,5,148,90.7,7.2
2019,11,Scotland,6.1,1.1,12.7,102.4,47.3,3.6
2019,12,Scotland,6.7,1.6,10,189.9,28.2,4.15
2020,1,Wales,8.3,3.2,4.2,146.1,45.9,5.75
2020,2,Wales,8.5,3.1,3.1,295.3,64.2,5.8
2020,3,Wales,9.6,2.2,6.6,103,142.1,5.9
2020,4,Wales,15.1,4.8,2.2,40.7,219.3,9.95
2020,5,Wales,17,6.2,2.2,14.5,285.8,11.6
2020,6,Wales,18.1,10.1,0,140.9,157.8,14.1
2020,7,Wales,17.8,10.8,0,121.3,143.5,14.3
2020,8,Wales,19.6,12.5,0,184.4,127.4,16.05
2020,9,Wales,17.3,8.8,0.1,80.8,153.6,13.05
2020,10,Wales,12.5,6.9,0,219.8,63.2,9.7
2020,11,Wales,11,5,2.8,137,54.2,8
2020,12,Wales,7.4,2.5,7.1,262.9,30,4.95
2020,1,South West,8.9,3.7,4.6,128.6,53.1,6.3
2020,2,South West,9.4,3.9,1.6,240.9,67.4,6.65
2020,3,South West,10.3,2.9,4.2,91,155.4,6.6
2020,4,South West,15.8,5.4,2,44.1,228.9,10.6
2020,5,South West,17.8,6.8,1.5,12.1,311.1,12.3
2020,6,South West,18.6,10.4,0,135.4,179.4,14.5
2020,7,South West,19,11.2,0,77,184.5,15.1
2020,8,South West,20.5,13.1,0,153.9,148.6,16.8
2020,9,South West,18.3,9.5,0,59.4,162.9,13.9
2020,10,South West,13.3,7.5,0,196.3,71.2,10.4
2020,11,South West,11.7,5.6,2.4,107.9,65.4,8.65
2020,12,South West,8.3,3.1,5.4,241,43.5,5.7
2020,1,England NW & N Wales,8.1,3.2,3.6,130.2,38.8,5.65
2020,2,England NW & N Wales,8,2.6,4,293.2,63.9,5.3
2020,3,England NW & N Wales,9.5,2,7,91.7,136.2,5.75
2020,4,England NW & N Wales,14.5,4.4,1.6,25.1,226.5,9.45
2020,5,England NW & N Wales,16.5,6.1,2,19.1,271.9,11.3
2020,6,England NW & N Wales,18.2,10.2,0,140.1,151.6,14.2
2020,7,England NW & N Wales,17.4,10.8,0,141.4,121.1,14.1
2020,8,England NW & N Wales,19.4,12.2,0,185,140.2,15.8
2020,9,England NW & N Wales,16.5,8.5,0,83.1,147.4,12.5
2020,10,England NW & N Wales,12.3,6.5,0.1,205,67.4,9.4
2020,11,England NW & N Wales,10.7,5.1,1.6,139.5,45.9,7.9
2020,12,England NW & N Wales,6.7,1.9,8.6,190.1,28,4.3
2020,1,Midlands,8.8,3.4,3.6,64.5,54.7,6.1
2020,2,Midlands,9.3,2.7,3.2,162,79,6
2020,3,Midlands,10.4,2.1,6.9,44.4,150.7,6.25
2020,4,Midlands,15.9,4.6,1.4,28.2,233.9,10.25
2020,5,Midlands,18.3,6.3,1.8,6.7,293.5,12.3
2020,6,Midlands,19.7,10.4,0,93.1,172,15.05
2020,7,Midlands,19.9,11.3,0,66.5,152.3,15.6
2020,8,Midlands,21.6,12.9,0,118.3,150.9,17.25
2020,9,Midlands,18.5,9,0,35.7,169.8,13.75
2020,10,Midlands,13.2,6.9,0,127.7,64.1,10.05
2020,11,Midlands,11.1,4.9,3.3,53.8,57.5,8
2020,12,Midlands,7.1,1.9,8.6,126.6,47.6,4.5
2020,1,East Anlia,9.2,3.8,3.4,50.3,59.7,6.5
2020,2,East Anlia,10.2,3.2,3.4,78.7,90.4,6.7
2020,3,East Anlia,10.8,2.7,4.2,24.6,167.7,6.75
2020,4,East Anlia,16.1,4.8,1.3,27,249,10.45
