Year,Month,District,Max  temp,Min Temp,Days of frost in the air (days 0 or below),Rainfall,Sunshine,Temperature
2020,5,East Anlia,19.1,6.9,1.2,2.8,309.3,13
2020,6,East Anlia,20.9,10.6,0,59.6,216.1,15.75
2020,7,East Anlia,21.8,11.9,0,52.1,179.6,16.85
2020,8,East Anlia,23.8,14.2,0,80.7,182.2,19
2020,9,East Anlia,20,9.9,0,59.2,176.9,14.95
2020,10,East Anlia,14.1,8,0,113.6,62.9,11.05
2020,11,East Anlia,12.1,5.4,3.5,38.4,72.5,8.75
2020,12,East Anlia,7.5,2.4,8.5,109.9,46.1,4.95
2020,1,Englad SE & Centra South,9.3,3.8,4.7,78.5,54.7,6.55
2020,2,Englad SE & Centra South,10.2,3.8,2.9,137.1,75.6,7
2020,3,Englad SE & Centra South,10.9,3.2,4,55,168.9,7.05
2020,4,Englad SE & Centra South,16.7,5.1,2.2,47.7,249.8,10.9
2020,5,Englad SE & Centra South,19.2,7.1,1.1,4.9,327.5,13.15
2020,6,Englad SE & Centra South,20.8,10.9,0,53,212.7,15.85
2020,7,Englad SE & Centra South,21.8,11.7,0,36.9,204.5,16.75
2020,8,Englad SE & Centra South,23.6,14.1,0,81.7,186.1,18.85
2020,9,Englad SE & Centra South,20.2,9.9,0,35.2,172.1,15.05
2020,10,Englad SE & Centra South,14.4,7.8,0,182.4,69.4,11.1
2020,11,Englad SE & Centra South,12.3,5.9,3.1,64.3,60.3,9.1
2020,12,Englad SE & Centra South,8.2,2.8,8.8,123.6,48.6,5.5
2020,1,England E & NE,8.5,2.9,4,48,67.3,5.7
2020,2,England E & NE,8.3,2.1,5.4,141.5,90.2,5.2
2020,3,England E & NE,9.9,1.8,8.2,35.3,153.6,5.85
2020,4,England E & NE,14,4.2,1.1,9.7,223.6,9.1
2020,5,England E & NE,17.1,6.2,2,15.9,276.1,11.65
2020,6,England E & NE,18.2,9.8,0,89.8,153.2,14
2020,7,England E & NE,19,10.6,0,66,142.6,14.8
2020,8,England E & NE,19.9,12.1,0,111.2,142.5,16
2020,9,England E & NE,17.3,8.7,0.1,50.7,152.7,13
2020,10,England E & NE,12.8,6.3,0.2,106.9,70.3,9.55
2020,11,England E & NE,10.8,4.7,2.2,40.2,60.1,7.75
2020,12,England E & NE,6.6,1.6,8.7,118.5,44.1,4.1
2020,1,Scotland,7.3,2.2,7.8,202.5,27.3,4.75
2020,2,Scotland,5.8,0.4,12.5,277.3,65.7,3.1
2020,3,Scotland,7.5,0.9,11.6,120.6,101.7,4.2
2020,4,Scotland,11.8,2.4,5.7,30.3,203.7,7.1
2020,5,Scotland,14.5,5.1,3.8,76.8,215,9.8
2020,6,Scotland,16.5,8.8,0.1,123.2,134.9,12.65
2020,7,Scotland,15.9,8.8,0,134,119.6,12.35
2020,8,Scotland,17.2,9.9,0,112.3,129.7,13.55
2020,9,Scotland,14.7,7.3,1.1,125.4,112.4,11
2020,10,Scotland,10.8,5.1,0.5,241.3,60.5,7.95
2020,11,Scotland,9.3,4,3.7,161.2,42.5,6.65
2020,12,Scotland,5.7,1.1,12,196.9,26.2,3.4
2021,1,Wales,5.9,0.7,15,213.3,34.5,3.3
2021,2,Wales,7.4,1.7,10.4,159.6,66.5,4.55
2021,3,Wales,9.9,3,6.6,98.4,107.7,6.45
2021,4,Wales,11.3,1.1,11.5,17.1,233.9,6.2
2021,5,Wales,13.3,5.3,2.6,213.9,171.4,9.3
2021,6,Wales,18.7,9.6,0,32.7,176.9,14.15
2021,7,Wales,21.1,12.1,0,82.4,205.6,16.6
2021,8,Wales,18.4,11.1,0,77.6,124,14.75
2021,9,Wales,18.8,10.9,0,122.4,121.5,14.85
2021,10,Wales,14.2,8.6,0,215.2,77.7,11.4
2021,11,Wales,10.2,4.4,4.9,73.3,52.7,7.3
2021,12,Wales,8.8,4.1,4.3,191.8,27.5,6.45
2021,1,South West,6.7,1.2,14.4,173.6,38.9,3.95
2021,2,South West,8.3,2.4,9.1,132.8,68.4,5.35
2021,3,South West,10.7,3.4,5.1,63.8,116.8,7.05
2021,4,South West,12,1.6,9.3,13.5,243.9,6.8
2021,5,South West,13.8,5.9,1.7,188.4,178.2,9.85
2021,6,South West,19.2,10.3,0,50.1,185.1,14.75
2021,7,South West,21.5,12.8,0,99.4,215.7,17.15
2021,8,South West,19.2,11.5,0,61.3,138.4,15.35
2021,9,South West,19.4,11.2,0,98.3,132.1,15.3
2021,10,South West,15.1,9,0,200.1,97.9,12.05
2021,11,South West,10.8,4.7,3.8,49.3,64.6,7.75
2021,12,South West,9.8,5.1,2.5,145.4,29.8,7.45
2021,1,England NW & N Wales,5,-0.1,16.9,199.1,36.1,2.45
2021,2,England NW & N Wales,7.1,1.4,10.3,133,74,4.25
2021,3,England NW & N Wales,9.6,3.1,6,123.3,110.1,6.35
2021,4,England NW & N Wales,11,0.7,13,15.2,237,5.85
2021,5,England NW & N Wales,13.3,5,2.7,159.5,169.9,9.15
2021,6,England NW & N Wales,18.8,9.7,0,28.3,190.1,14.25
2021,7,England NW & N Wales,21.1,12.3,0,84.6,208.8,16.7
2021,8,England NW & N Wales,18.4,11.3,0,80.1,137.3,14.85
2021,9,England NW & N Wales,18.5,11.1,0,99.9,116.2,14.8
2021,10,England NW & N Wales,13.8,8.4,0.2,218.9,73.6,11.1
2021,11,England NW & N Wales,10,4.2,5.6,89.8,57,7.1
2021,12,England NW & N Wales,7.9,3,5.6,167.8,28.3,5.45
2021,1,Midlands,5.4,0,17.3,124.5,39.4,2.7
2021,2,Midlands,7.9,1.5,11.6,64.2,74.5,4.7
2021,3,Midlands,10.7,3.3,4.3,45,105.2,7
2021,4,Midlands,11.6,0.6,13.8,13.6,220.3,6.1
2021,5,Midlands,14.4,5.3,1.5,119,156.5,9.85
2021,6,Midlands,20.2,10.6,0,36.7,185,15.4
2021,7,Midlands,22.6,12.9,0,79.7,199.5,17.75
2021,8,Midlands,19.7,11.8,0,42.9,118.8,15.75
2021,9,Midlands,20.3,11.2,0,59.5,141.7,15.75
2021,10,Midlands,15,8.5,0,104.9,94.2,11.75
2021,11,Midlands,10.3,3.8,5.5,34.5,62.2,7.05
2021,12,Midlands,8.4,3.4,4.8,86.4,28.2,5.9
2021,1,East Anlia,5.7,0.4,16.1,94.4,43.7,3.05
2021,2,East Anlia,8.3,1.8,10.6,44.7,75.9,5.05
2021,3,East Anlia,10.8,3.3,2.1,33.6,110.6,7.05
2021,4,East Anlia,11.3,1.1,12.1,4.8,217.6,6.2
2021,5,East Anlia,15.2,5.9,1.2,81.2,171.3,10.55
2021,6,East Anlia,20.8,11.7,0,60.2,205.9,16.25
2021,7,East Anlia,22.7,13,0,58.2,182.6,17.85
2021,8,East Anlia,20.9,12.3,0,32.1,127.3,16.6
2021,9,East Anlia,21.4,11.9,0,49.8,155,16.65
2021,10,East Anlia,15.9,8.4,0,82.9,99.6,12.15
2021,11,East Anlia,10.7,4.3,3.4,26.6,85.2,7.5
2021,12,East Anlia,8.9,3.6,4.1,66.8,27.3,6.25
2021,1,Englad SE & Centra South,6.6,0.8,15.5,108.9,34.6,3.7
2021,2,Englad SE & Centra South,8.5,2.2,10,54.4,68.7,5.35
2021,3,Englad SE & Centra South,11.2,3.1,4,37.2,116.5,7.15
2021,4,Englad SE & Centra South,12,1.3,12,10,222.8,6.65
2021,5,Englad SE & Centra South,15.2,6,1.9,93.6,166.1,10.6
2021,6,Englad SE & Centra South,20.8,11.5,0,90.2,188.4,16.15
2021,7,Englad SE & Centra South,22.6,13.3,0,80.2,206.7,17.95
2021,8,Englad SE & Centra South,20.5,12.1,0,52.3,137.1,16.3
2021,9,Englad SE & Centra South,21,11.6,0,46.8,150.5,16.3
2021,10,Englad SE & Centra South,16,8.8,0,137.2,98.7,12.4
2021,11,Englad SE & Centra South,10.8,3.9,5.4,14.2,74.7,7.35
2021,12,Englad SE & Centra South,9.6,4.6,3.7,82.1,29.1,7.1
2021,1,England E & NE,4.6,-0.7,18.6,131.4,53.3,1.95
2021,2,England E & NE,7,1,11,85.1,78.9,4
2021,3,England E & NE,10.4,3.3,4.1,41.4,114.8,6.85
2021,4,England E & NE,10.7,0.2,16.1,11.5,232.7,5.45
2021,5,England E & NE,13.7,4.7,2.7,101.4,169.6,9.2
2021,6,England E & NE,19.2,10,0,31.6,201.4,14.6
2021,7,England E & NE,21.4,12.3,0,72.1,190.6,16.85
2021,8,England E & NE,19.4,11.5,0,46.3,128.9,15.45
2021,9,England E & NE,19.3,11.2,0,49.8,136.4,15.25
2021,10,England E & NE,14.4,7.8,0.3,100.3,93.3,11.1
2021,11,England E & NE,10.1,4,4.3,52.8,73.2,7.05
2021,12,England E & NE,7.4,2.2,7.3,76.5,35,4.8
2021,1,Scotland,3.2,-2,23,142.5,48.6,0.6
2021,2,Scotland,5.2,-0.2,12.1,142.5,69.3,2.5
2021,3,Scotland,8.4,2.2,6.9,146.9,89,5.3
2021,4,Scotland,9.6,-0.4,16.6,37.1,214.5,4.6
2021,5,Scotland,11.8,3.7,4.5,109.9,142.7,7.75
2021,6,Scotland,16.9,8.4,0.2,40.7,165.7,12.65
2021,7,Scotland,19.2,11,0,68.9,170.4,15.1
2021,8,Scotland,17.5,10,0,87.2,124.8,13.75
2021,9,Scotland,16.3,9.6,0.1,109.4,89.2,12.95
2021,10,Scotland,12,6.5,0.8,226.7,53.9,9.25
2021,11,Scotland,8.9,3.6,4.6,156.2,42.1,6.25
2021,12,Scotland,6,0.9,13,129.5,22.7,3.45
2022,1,Wales,7.8,1.7,10.5,70.7,56.5,4.75
2022,2,Wales,9.2,3.6,1.8,205.7,60.5,6.4
2022,3,Wales,11.4,2.7,4.9,52.7,159.3,7.05
2022,4,Wales,13,3.6,5.3,47.5,163.8,8.3
2022,5,Wales,15.7,8,0,63.9,150.4,11.85
2022,6,Wales,18.1,9,0,75.9,198.2,13.55
2022,7,Wales,21.1,11.7,0,53.2,187.3,16.4
2022,8,Wales,22,11.8,0,42.9,225.3,16.9
2022,9,Wales,17.5,9.5,0,121.9,103.7,13.5
2022,10,Wales,15.2,8.7,0,180.5,106,11.95
2022,11,Wales,11.2,5.9,0.7,210.1,57.2,8.55
2022,12,Wales,6.5,0.4,13.3,169,47.5,3.45
2022,1,South West,8.5,2,9.7,60.4,58.5,5.25
2022,2,South West,9.9,4.1,1.6,141,68.2,7
2022,3,South West,11.8,3.6,2.4,63.3,163.9,7.7
2022,4,South West,13.6,4.2,4.4,36.9,177.2,8.9
2022,5,South West,16.4,8.3,0,57.1,171.5,12.35
2022,6,South West,19,9.5,0,69.1,222.7,14.25
2022,7,South West,22.2,12.1,0,29.3,220.8,17.15
2022,8,South West,23.3,12.6,0,35.3,239.5,17.95
2022,9,South West,18.2,10,0,111.1,120,14.1
2022,10,South West,16.2,9.5,0,148.7,118.8,12.85
2022,11,South West,12,6.6,0.4,221.4,66.8,9.3
2022,12,South West,7.2,1.1,12.4,157.2,53.5,4.15
2022,1,England NW & N Wales,7.5,1.9,9.2,64.8,61.9,4.7
2022,2,England NW & N Wales,8.7,3.1,2.5,196,60.9,5.9
2022,3,England NW & N Wales,11.3,2.6,6.1,42,164.3,6.95
2022,4,England NW & N Wales,12.7,3.6,5.8,49.8,172.5,8.15
2022,5,England NW & N Wales,15.4,8.3,0,71.6,143,11.85
2022,6,England NW & N Wales,18,9.4,0,72.3,189.6,13.7
2022,7,England NW & N Wales,20.5,12.2,0,63.8,175.3,16.35
2022,8,England NW & N Wales,21.3,11.9,0,58,215.5,16.6
2022,9,England NW & N Wales,17.3,9.5,0,118.5,115,13.4
2022,10,England NW & N Wales,14.6,8.6,0,175.7,98.3,11.6
2022,11,England NW & N Wales,10.9,5.8,1,169,51.7,8.35
2022,12,England NW & N Wales,6,0,13.7,151.9,50.4,3
2022,1,Midlands,7.7,0.9,13.2,28.7,80.7,4.3
2022,2,Midlands,9.9,3,2.1,111.4,80.5,6.45
2022,3,Midlands,11.9,2.8,4.2,41.3,164,7.35
2022,4,Midlands,13.8,3.8,5.9,23.9,177.9,8.8
2022,5,Midlands,17.3,8.3,0,50.4,160,12.8
2022,6,Midlands,20.1,9.5,0,45.7,211.5,14.8
2022,7,Midlands,23.5,12.6,0,23.7,198.6,18.05
2022,8,Midlands,24.2,12.5,0,30.6,234.7,18.35
2022,9,Midlands,18.6,9.7,0,62.4,119.9,14.15
2022,10,Midlands,16.2,8.7,0,108.5,132.1,12.45
2022,11,Midlands,11.4,5.9,0.5,123.5,56.1,8.65
2022,12,Midlands,6.3,0,13.4,71.4,59.2,3.15
2022,1,East Anlia,8,1,13.2,16.7,96,4.5
2022,2,East Anlia,10.6,3.1,2.4,65,96.4,6.85
2022,3,East Anlia,12.1,3.5,2.5,29.3,182.2,7.8
2022,4,East Anlia,14.3,4.3,4.6,11.7,206.7,9.3
2022,5,East Anlia,18.6,8.5,0,36.8,188.1,13.55
2022,6,East Anlia,21.4,10,0,35.1,248.3,15.7
2022,7,East Anlia,25.5,13.1,0,5,234.9,19.3
2022,8,East Anlia,25.8,13.7,0,31.8,256.8,19.75
2022,9,East Anlia,19.8,10.4,0,50.3,138.4,15.1
2022,10,East Anlia,17.6,9.2,0,63.7,150.5,13.4
2022,11,East Anlia,12.2,6.5,0.2,103.3,58.8,9.35
2022,12,East Anlia,7,0.6,11.7,54.3,64.7,3.8
2022,1,Englad SE & Centra South,8.5,1.1,13.9,26,72.8,4.8
2022,2,Englad SE & Centra South,10.6,3.6,2.5,64.6,92,7.1
2022,3,Englad SE & Centra South,12.3,3.9,2.2,42.7,159.7,8.1
2022,4,Englad SE & Centra South,14.7,4.2,4.4,18.5,186,9.45
2022,5,Englad SE & Centra South,18.1,8.4,0,50.7,186.9,13.25
2022,6,Englad SE & Centra South,21,10,0,34.1,236.5,15.5
2022,7,Englad SE & Centra South,25.1,13,0,5.6,247.9,19.05
2022,8,Englad SE & Centra South,25.4,13.6,0,32,245.3,19.5
2022,9,Englad SE & Centra South,19.5,10.3,0,85.6,130.5,14.9
2022,10,Englad SE & Centra South,17.6,9.6,0,94.1,132.8,13.6
2022,11,Englad SE & Centra South,12.8,6.8,0,189.3,72.4,9.8
2022,12,Englad SE & Centra South,7.3,0.9,11.8,108.4,53.8,4.1
2022,1,England E & NE,7.6,1.1,12.4,24.2,102.5,4.35
2022,2,England E & NE,9.1,2.2,4.3,91.2,99.2,5.65
2022,3,England E & NE,11.2,2.6,5.4,42.7,176.3,6.9
2022,4,England E & NE,12.6,3.8,6,24.6,191.4,8.2
2022,5,England E & NE,16.5,7.8,0,54.3,171.7,12.15
2022,6,England E & NE,19.4,9.5,0,37.8,210.1,14.45
2022,7,England E & NE,22.6,12.5,0,34.4,193.9,17.55
2022,8,England E & NE,22.5,11.9,0,34.8,231.2,17.2
2022,9,England E & NE,17.8,9.5,0,79.8,126.7,13.65
2022,10,England E & NE,15.3,8.1,0.1,98.8,130.3,11.7
2022,11,England E & NE,10.6,5.4,2.1,104.4,46.6,8
2022,12,England E & NE,5.8,0,14,79.2,60.5,2.9
2022,1,Scotland,7.2,2.2,7.9,113.9,37.6,4.7
2022,2,Scotland,6.6,1,10.8,226.8,62.9,3.8
2022,3,Scotland,9.8,0.8,11.5,62.2,157.2,5.3
2022,4,Scotland,10.8,2.7,7.1,87.5,136.2,6.75
2022,5,Scotland,13.7,6.9,0.1,120.3,128.5,10.3
2022,6,Scotland,16.6,8.5,0,80.6,168.5,12.55
2022,7,Scotland,18.1,10.5,0,88.3,130.3,14.3
2022,8,Scotland,18.1,9.8,0,82.1,157.5,13.95
2022,9,Scotland,15.4,8.5,0,139.9,108.1,11.95
2022,10,Scotland,12.4,7.1,0.4,200.5,67.7,9.75
2022,11,Scotland,9.6,4.4,3.4,205,47,7
2022,12,Scotland,4.4,-1,17.6,151.2,31.1,1.7
2023,1,Wales,7.8,2.2,8.9,198.2,56.5,5
2023,2,Wales,8.9,2.7,8.4,26.9,74.4,5.8
2023,3,Wales,9,3.5,6.4,210.2,66.5,6.25
2023,4,Wales,12,4.2,3,83.8,142.6,8.1
2023,5,Wales,16.8,7,0,35.9,243.6,11.9
2023,6,Wales,21.4,11.1,0,49.2,241.8,16.25
2023,7,Wales,18.3,11.7,0,179.6,125.1,15
2023,8,Wales,18.6,11.8,0,121.7,128.3,15.2
2023,9,Wales,19.4,11.8,0,160.8,129.4,15.6
2023,10,Wales,14.5,8.4,0.2,216.1,81.9,11.45
2023,11,Wales,9.9,4.7,3.4,174.4,52.1,7.3
2023,12,Wales,9.2,4.7,4.5,259,23.8,6.95
2023,1,South West,8.4,2.4,9,173.2,65.3,5.4
2023,2,South West,9.4,2.8,8.2,21,80.4,6.1
2023,3,South West,9.9,4.2,3.7,196.2,66.2,7.05
2023,4,South West,12.6,4.7,1.8,86.9,144,8.65
2023,5,South West,17.4,7.6,0,49.9,260.6,12.5
2023,6,South West,21.9,11.7,0,35.7,255.4,16.8
2023,7,South West,19.1,12.2,0,158.1,143.7,15.65
2023,8,South West,19.5,12.2,0,101.7,138.6,15.85
2023,9,South West,20.4,12.3,0,120.5,143.8,16.35
2023,10,South West,15.7,9.3,0.2,181.8,93.3,12.5
2023,11,South West,10.8,5.4,2.8,175.4,57,8.1
2023,12,South West,10.1,5.5,3.8,224.6,26.3,7.8
2023,1,England NW & N Wales,7.4,2.2,8.4,172,58.8,4.8
2023,2,England NW & N Wales,8.7,3,6.2,33.6,65.5,5.85
2023,3,England NW & N Wales,8.9,2.9,7.8,168.1,71.6,5.9
2023,4,England NW & N Wales,12,4,3.3,72.6,157.7,8
2023,5,England NW & N Wales,16.6,7.2,0,34.7,241.4,11.9
2023,6,England NW & N Wales,21.3,10.8,0,71.3,262,16.05
2023,7,England NW & N Wales,18.2,11.7,0,199.2,128.9,14.95
2023,8,England NW & N Wales,18.5,11.9,0,116.2,140.6,15.2
2023,9,England NW & N Wales,19.1,11.6,0,167,125.5,15.35
2023,10,England NW & N Wales,13.8,7.9,0.7,170.5,76.7,10.85
2023,11,England NW & N Wales,9.3,4,4.7,161.2,59.7,6.65
2023,12,England NW & N Wales,8.5,3.8,6.5,233.7,27.5,6.15
2023,1,Midlands,7.9,1.7,9.9,76.7,77.8,4.8
2023,2,Midlands,9.7,2.6,8,12.4,86.1,6.15
2023,3,Midlands,9.9,3.4,5.8,118.2,76.1,6.65
2023,4,Midlands,12.6,4,3.3,64.1,153,8.3
2023,5,Midlands,17.4,7.3,0,37.7,219.4,12.35
2023,6,Midlands,22.4,11,0,48.6,245.8,16.7
2023,7,Midlands,20.1,11.7,0,120,144.5,15.9
2023,8,Midlands,20.4,11.7,0,60.6,161.9,16.05
2023,9,Midlands,21.1,11.9,0,75.2,150.2,16.5
2023,10,Midlands,15.5,8.3,0.2,151.5,91.3,11.9
2023,11,Midlands,10,4,4.4,87.1,78.5,7
2023,12,Midlands,9.1,4.2,5.9,148,25.9,6.65
2023,1,East Anlia,8.3,1.7,10.7,47.9,79.6,5
2023,2,East Anlia,10.3,2.5,9,5.9,104.6,6.4
2023,3,East Anlia,10.6,3.8,5.1,98.5,78.6,7.2
2023,4,East Anlia,13.3,4.3,2.1,55.3,184.5,8.8
2023,5,East Anlia,16.7,7.6,0,46.6,211.7,12.15
2023,6,East Anlia,23,11.5,0,24.4,260.2,17.25
2023,7,East Anlia,22,12.5,0,80.8,171.1,17.25
2023,8,East Anlia,22.3,12.3,0,61.8,201.8,17.3
2023,9,East Anlia,22.9,12.8,0,56.5,175.3,17.85
2023,10,East Anlia,17,9.2,0.2,135.4,108,13.1
2023,11,East Anlia,10.6,4.2,3.9,74.5,89,7.4
2023,12,East Anlia,9.8,4.7,4.8,83.2,30.6,7.25
2023,1,Englad SE & Centra South,8.4,2,10.3,99.2,70.1,5.2
2023,2,Englad SE & Centra South,9.9,2.4,9.3,7.2,86,6.15
2023,3,Englad SE & Centra South,10.4,4.2,4.3,130.6,63.8,7.3
2023,4,Englad SE & Centra South,13.4,4.4,2.6,78.7,159.4,8.9
2023,5,Englad SE & Centra South,17.8,7.7,0,38,232.3,12.75
2023,6,Englad SE & Centra South,23.5,11.8,0,32.5,279.9,17.65
2023,7,Englad SE & Centra South,21.2,12.4,0,89.6,170,16.8
2023,8,Englad SE & Centra South,21.6,12.2,0,68.9,186.9,16.9
2023,9,Englad SE & Centra South,22.6,12.8,0,64.3,170.1,17.7
2023,10,Englad SE & Centra South,17.2,9.2,0.4,160.8,114.4,13.2
2023,11,Englad SE & Centra South,11.2,4.7,3.7,130.3,79.9,7.95
2023,12,Englad SE & Centra South,10.3,5,4.5,117.7,21.1,7.65
2023,1,England E & NE,7.3,1.4,9.9,60.5,89.1,4.35
2023,2,England E & NE,9.2,3,5.4,21.2,84.8,6.1
2023,3,England E & NE,9.5,2.6,8.1,85.2,95.6,6.05
2023,4,England E & NE,11.7,3.7,3.1,61.8,160.7,7.7
2023,5,England E & NE,16.4,7.2,0,30.7,197.1,11.8
2023,6,England E & NE,20.6,10.3,0,40.4,244.1,15.45
2023,7,England E & NE,19.8,11.3,0,120,158.9,15.55
2023,8,England E & NE,19.9,11.5,0,74.4,169.1,15.7
2023,9,England E & NE,19.9,11.3,0,82.8,145.4,15.6
2023,10,England E & NE,14.1,7.7,1,152.9,76.6,10.9
2023,11,England E & NE,9.2,3.6,5.1,88.7,72.5,6.4
2023,12,England E & NE,8.3,3.2,7.4,134.7,38.4,5.75
2023,1,Scotland,6,0.6,13.2,178.8,42.5,3.3
2023,2,Scotland,7.9,2.2,7,102.9,49,5.05
2023,3,Scotland,7.1,0.3,13.8,132.3,96,3.7
2023,4,Scotland,10.7,2.6,6,76.5,162,6.65
2023,5,Scotland,14.5,6.2,0.4,39.8,169.9,10.35
2023,6,Scotland,19.4,9.5,0.1,75.3,226.5,14.45
2023,7,Scotland,16.9,9.6,0,158,129,13.25
2023,8,Scotland,17.4,10.3,0,103.3,133.2,13.85
2023,9,Scotland,16.6,9,0.1,170.3,122.3,12.8
2023,10,Scotland,11.1,5.5,2.3,211.5,70.1,8.3
2023,11,Scotland,7.4,1.4,10.6,125.1,51.5,4.4
2023,12,Scotland,6.3,1,12.5,247.7,26.7,3.65
2024,1,Wales,7,1.7,11.2,161.9,56.6,4.35
2024,2,Wales,9.4,4.4,3.3,205.8,44.2,6.9
2024,3,Wales,10,4,4.2,158.2,86.8,7
2024,4,Wales,11.9,5.2,2,135.8,113.3,8.55
2024,5,Wales,16.8,8.7,0,95.4,157.3,12.75
2024,6,Wales,16.9,8.7,0,48.1,174.8,12.8
2024,7,Wales,18.7,10.6,0,88.7,150.6,14.65
2024,8,Wales,18.9,11.8,0,103.5,150.8,15.35
2024,9,Wales,16.1,9.5,0.1,155.2,104.8,12.8
2024,10,Wales,14,7.5,0.8,126.3,96.8,10.75
2024,11,Wales,10.2,4.4,5.4,134.4,43.9,7.3
2024,12,Wales,8.9,4.3,1,187.4,22,6.6
2024,1,South West,7.6,1.8,11.5,124.7,67.2,4.7
2024,2,South West,10.3,5.3,2.1,222.5,43.6,7.8
2024,3,South West,10.9,4.6,3,159.7,89.7,7.75
2024,4,South West,12.7,5.9,0.8,114.1,119.8,9.3
2024,5,South West,17.1,8.8,0,92.1,177,12.95
2024,6,South West,18.1,9.2,0,35.9,207.2,13.65
2024,7,South West,19.5,11.3,0,91.9,175.6,15.4
2024,8,South West,20,12.3,0,74.3,163.5,16.15
2024,9,South West,17.1,10.1,0.1,152.7,114.6,13.6
2024,10,South West,14.9,8.2,0.4,137.4,101.6,11.55
2024,11,South West,11.1,5.4,3.9,135.5,47.1,8.25
2024,12,South West,9.4,4.9,0.7,111.3,25.8,7.15
2024,1,England NW & N Wales,6.6,1.5,10.2,163.4,54.5,4.05
2024,2,England NW & N Wales,9.1,3.9,4.2,145.7,44.7,6.5
2024,3,England NW & N Wales,9.8,3.8,3.6,130.7,86.5,6.8
2024,4,England NW & N Wales,11.8,4.8,3,135.6,110.9,8.3
2024,5,England NW & N Wales,17.2,9.4,0,114.4,142.4,13.3
2024,6,England NW & N Wales,16.7,9.1,0,62.6,168.1,12.9
2024,7,England NW & N Wales,18.5,10.8,0,94.5,141.4,14.65
2024,8,England NW & N Wales,18.7,11.8,0,126.2,147,15.25
2024,9,England NW & N Wales,16,9.3,0.1,138.3,112.9,12.65
2024,10,England NW & N Wales,13.7,7.4,0.6,121.3,92.3,10.55
2024,11,England NW & N Wales,9.5,3.6,7.6,98.3,45.6,6.55
2024,12,England NW & N Wales,8.8,4.1,1.7,185.9,19.8,6.45
2024,1,Midlands,7.2,1.5,9.4,73.3,67.8,4.35
2024,2,Midlands,10.5,4.3,3.4,119.7,52.8,7.4
2024,3,Midlands,11.1,4.2,2.7,97.1,90.5,7.65
2024,4,Midlands,13.1,5.3,1.3,79.4,123.1,9.2
2024,5,Midlands,18.1,9.4,0,81,160.2,13.75
2024,6,Midlands,18.9,9.1,0,34.1,196.8,14
2024,7,Midlands,20.8,11.2,0,71.2,181,16
2024,8,Midlands,21.4,12,0,33.5,171.7,16.7
2024,9,Midlands,17.4,9.7,0,157.4,110.4,13.55
2024,10,Midlands,14.5,7.5,0.5,82.1,96.9,11
2024,11,Midlands,9.8,3.8,7,74.8,58.5,6.8
2024,12,Midlands,9.1,4.1,0.5,86.4,28.8,6.6
2024,1,East Anlia,7.6,1.9,8.9,52.5,84.7,4.75
2024,2,East Anlia,11.4,4.9,2.3,106.4,60.9,8.15
2024,3,East Anlia,12,5.1,1.4,43.7,97.7,8.55
2024,4,East Anlia,14.1,6,0.6,57.7,140.3,10.05
2024,5,East Anlia,18.5,9.5,0,77.2,198.5,14
2024,6,East Anlia,20.1,9.4,0,23.8,238.6,14.75
2024,7,East Anlia,22,12.1,0,75.3,200.2,17.05
2024,8,East Anlia,23.8,13.1,0,18.4,226.4,18.45
2024,9,East Anlia,19.5,11,0,94.9,143.7,15.25
2024,10,East Anlia,15.6,8.2,0.1,55.6,107.6,11.9
2024,11,East Anlia,10.3,4.7,5.8,49.5,58.8,7.5
2024,12,East Anlia,9.2,4.5,0.6,51.7,31.5,6.85
2024,1,Englad SE & Centra South,7.7,1.7,11.2,78.8,80.1,4.7
2024,2,Englad SE & Centra South,11.1,5.1,2.5,147.9,49.3,8.1
2024,3,Englad SE & Centra South,12,4.9,2.1,101.1,100.8,8.45
2024,4,Englad SE & Centra South,13.9,6.1,0.1,76.7,139.1,10
2024,5,Englad SE & Centra South,18.2,9.1,0,68.7,191.1,13.65
2024,6,Englad SE & Centra South,20.2,9.2,0,18.3,237.4,14.7
2024,7,Englad SE & Centra South,21.8,12.1,0,71.6,191.7,16.95
2024,8,Englad SE & Centra South,22.8,13,0,41,209.2,17.9
2024,9,Englad SE & Centra South,18.9,10.6,0,157.4,129.8,14.75
2024,10,Englad SE & Centra South,15.7,8.4,0.1,91.2,88,12.05
2024,11,Englad SE & Centra South,10.8,5,5.7,87.9,54,7.9
2024,12,Englad SE & Centra South,9.3,4.6,0.8,51.3,22.6,6.95
2024,1,England E & NE,6.6,1.5,8.5,80.6,62.5,4.05
2024,2,England E & NE,9.7,3.8,4.2,84.4,62.2,6.75
2024,3,England E & NE,10.2,3.8,3.2,66,93.7,7
2024,4,England E & NE,12.1,4.6,2,87.2,124.1,8.35
2024,5,England E & NE,17.1,9.3,0,77.9,147.6,13.2
2024,6,England E & NE,18.2,8.9,0,39.3,191.1,13.55
2024,7,England E & NE,19.9,11,0,79,165.9,15.45
2024,8,England E & NE,20.7,11.5,0,34,181.5,16.1
2024,9,England E & NE,16.4,9.3,0.1,96.9,122,12.85
2024,10,England E & NE,14.1,7.1,0.7,79.9,110.6,10.6
2024,11,England E & NE,9.3,3.3,8.4,42.3,66.9,6.3
2024,12,England E & NE,9,3.9,1.8,86.2,35.3,6.45
